frame,thorax_x,thorax_y,thorax_z,thorax_score,neck_x,neck_y,neck_z,neck_score,a_L1_x,a_L1_y,a_L1_z,a_L1_score,a_L2_x,a_L2_y,a_L2_z,a_L2_score,a_R1_x,a_R1_y,a_R1_z,a_R1_score,a_R2_x,a_R2_y,a_R2_z,a_R2_score,leg_f_L1_x,leg_f_L1_y,leg_f_L1_z,leg_f_L1_score,leg_f_L2_x,leg_f_L2_y,leg_f_L2_z,leg_f_L2_score,leg_f_R1_x,leg_f_R1_y,leg_f_R1_z,leg_f_R1_score,leg_f_R2_x,leg_f_R2_y,leg_f_R2_z,leg_f_R2_score,leg_m_L1_x,leg_m_L1_y,leg_m_L1_z,leg_m_L1_score,leg_m_L2_x,leg_m_L2_y,leg_m_L2_z,leg_m_L2_score,leg_m_R1_x,leg_m_R1_y,leg_m_R1_z,leg_m_R1_score,leg_m_R2_x,leg_m_R2_y,leg_m_R2_z,leg_m_R2_score,a_R0_x,a_R0_y,a_R0_z,a_R0_score,a_L0_x,a_L0_y,a_L0_z,a_L0_score,leg_f_R0_x,leg_f_R0_y,leg_f_R0_z,leg_f_R0_score,leg_f_L0_x,leg_f_L0_y,leg_f_L0_z,leg_f_L0_score,leg_m_R0_x,leg_m_R0_y,leg_m_R0_z,leg_m_R0_score,leg_m_L0_x,leg_m_L0_y,leg_m_L0_z,leg_m_L0_score,eye_L_x,eye_L_y,eye_L_z,eye_L_score,eye_R_x,eye_R_y,eye_R_z,eye_R_score,m_L0_x,m_L0_y,m_L0_z,m_L0_score,m_R0_x,m_R0_y,m_R0_z,m_R0_score,m_L1_x,m_L1_y,m_L1_z,m_L1_score,m_R1_x,m_R1_y,m_R1_z,m_R1_score
225,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
226,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
227,8.06664547352577,-0.2402151931907323,216.20213130613533,0.007637291885475753,7.07252781034082,-1.3917259734317595,212.14856120653923,0.018962868789517678,,,,0.0,6.202018574643408,-3.2990007113575137,208.72705146288882,0.0023344304756046145,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.5082707014324015,-0.9010091694339977,213.56256717943762,0.004633727289236469,,,,0.0,6.366305024083142,-0.5746726741575403,209.81731495506043,0.015416443217648707,,,,0.0,8.114280384375757,-0.19592062563472426,216.23933405989942,0.003345290733657969,7.9900001648626375,0.22448310655829862,215.5700339431988,0.0013935312035859785,,,,0.0,,,,0.0,7.858639135958998,-0.6884682966088409,214.8935497138723,0.02034151722441924,,,,0.0,8.068366124049028,-0.42025831222368687,215.7354989104467,0.03205131131019429,7.722482975686208,-0.7983276559543169,214.95894539076366,0.0037721880349946345,6.654389794558451,-1.6848665927036572,210.22132646020916,0.006813725889106333,7.236052625302422,-1.4601279940010115,212.07444847263363,0.004411762582224884,,,,0.0,,,,0.0,,,,0.0,,,,0.0
228,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
229,8.06020171524645,-0.2603129825537567,216.22012610216095,0.007627453722623982,7.029667623901221,-1.4699318886558592,212.15946492306387,0.009142955640661915,,,,0.0,6.501743607640602,-3.6008702001621207,208.7031979914386,0.0020766076731412605,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.45962842646171,-0.872522408249657,213.52964564756368,0.0043770165015096845,,,,0.0,6.3517314580317965,-0.5803425141811553,209.88902316708356,0.015398108949198564,,,,0.0,8.146745676785441,-0.2632749263174228,216.19362675934636,0.003368840543191602,7.941296347167977,0.1975651373346097,215.50150746013432,0.0013364240155073076,,,,0.0,,,,0.0,7.865210765623857,-0.7207756233025684,214.85228302075808,0.0198298146051191,,,,0.0,8.065140349674602,-0.4084454179091018,215.77876626823647,0.028506951616941927,7.7065014596488375,-0.8054092573687794,214.97077176180304,0.0037438178158847317,6.672055795267333,-1.698182077846155,210.20629031097772,0.006573202235322168,7.054758487603206,-1.3096527426266509,212.03333410598333,0.004951363141275155,,,,0.0,,,,0.0,,,,0.0,8.204700851377874,-2.3517660589474967,210.86629597099693,0.015467125239575647
230,8.08883589044691,-0.2314874349853722,216.27053527689168,0.007671714887964719,7.0786725479578765,-1.4043029797220261,212.25100266618446,0.016524844381224993,,,,0.0,6.586115560310312,-3.6290864965131044,208.75292152385867,0.002144440738997989,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.465148092992524,-0.8994670137528514,213.52466983436142,0.004536864407319736,,,,0.0,6.358815898170678,-0.5736377024481828,209.8656310084355,0.01634691262656173,,,,0.0,8.122474274479117,-0.25457500678135625,216.19560405582197,0.0032083959203710057,8.118975136274596,0.030017356612117307,215.515182034547,0.0013768552882059187,,,,0.0,,,,0.0,7.851045486088043,-0.7275438037341647,214.85188338272474,0.019945535709515353,,,,0.0,8.055280863328624,-0.42013297286361484,215.72427262779811,0.02902837765410536,7.677511693850775,-0.7956894615591336,214.92083528208497,0.0038000420277015216,6.64486334595284,-1.6857057613957809,210.20641191306632,0.006773851180205148,7.168428668462377,-1.3943330740678865,212.06237439401846,0.0050056928984563345,,,,0.0,,,,0.0,,,,0.0,,,,0.0
231,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
232,8.068778523117174,-0.26917768702785744,216.20236916630645,0.007447954678272577,7.154147444542826,-1.5398770451134065,212.34942017685776,0.012756351757488897,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.469120187234693,-0.9179098131039187,213.48139731484233,0.004563770348725496,,,,0.0,6.318080423970388,-0.5477162171202482,209.87742701521486,0.01583767707702519,,,,0.0,8.069149251755958,-0.2773701521977805,214.44719184764324,0.0035179768479338415,8.213096555541334,-0.12587540645312742,215.46945497010714,0.0015615655397913167,6.4717405315512115,-2.034636575753873,211.42306852387986,0.006161234001415526,,,,0.0,7.869917534753028,-0.7225466749947226,214.8329032230267,0.02109175480841386,,,,0.0,8.06081024042734,-0.4442590148135534,215.67903784851188,0.029077400915025056,7.679413838649618,-0.8199266192494385,214.92741167131257,0.0038133850293941823,6.618248249776443,-1.7077138220761092,210.16123262480136,0.00654557887054562,7.240317669561964,-1.4820243710685708,212.01243962952583,0.004402544489584351,,,,0.0,,,,0.0,,,,0.0,,,,0.0
233,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
234,8.058328424718997,-0.26805761444182336,216.22926641406002,0.007412916726577764,7.109417091599092,-1.5467170117054807,212.29808830050925,0.013706801472431593,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.48328482827582,-0.9473393641172719,213.4504644994404,0.004561137172411637,,,,0.0,6.304552335538339,-0.5430147144879138,209.9046096436029,0.017045699662059027,,,,0.0,8.071090330414028,-0.2544885919335823,214.44174802311568,0.0034705764915794373,8.23681878733535,-0.1652342966158921,215.48859228436726,0.0015611082486613307,,,,0.0,,,,0.0,7.867196544027237,-0.7298595845714896,214.80397043743076,0.020175796842818273,,,,0.0,8.060018514901788,-0.45616890958176814,215.64612387681535,0.027585464170167946,7.666667400051735,-0.819523661486375,214.89724925165595,0.003784798349596239,6.619175137566323,-1.7226700327980304,210.13343808569417,0.006661866705852225,7.213047265110644,-1.4311819621462765,212.008153858259,0.004108106338748214,,,,0.0,,,,0.0,,,,0.0,,,,0.0
235,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
236,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
237,8.072154036209177,-0.27270507028759916,216.231037717147,0.007668610348217498,7.112099388199436,-1.5340272737043212,212.4209128775953,0.014191678389501116,,,,0.0,,,,0.0,,,,0.0,,,,0.0,6.808395053834167,-1.1923520539409564,214.13778717698494,0.004149062667309802,,,,0.0,7.44812616238753,-0.9035302165565974,213.43973866977328,0.00433126717443508,,,,0.0,6.825584828093997,-0.9458305597479926,214.62392485338026,0.0031710056503644114,,,,0.0,8.016051572970762,-0.21683158144797537,214.42086047366556,0.003453046424167072,8.17023813858425,-0.12154095976673746,215.46662351407787,0.0015757907981960603,,,,0.0,,,,0.0,7.841256432372286,-0.7322051176450521,214.78320801421074,0.020451492339170218,,,,0.0,8.037700033369694,-0.45816132759929123,215.6830850201728,0.028093229437203,7.655208957872689,-0.7969794056017263,214.8963753903421,0.0038528027805704024,6.626681128500711,-1.727484083976102,210.16660758841002,0.006357873268568324,7.237160194731532,-1.4404838631118555,211.99923249444632,0.004335304383168339,,,,0.0,,,,0.0,,,,0.0,,,,0.0
238,8.06674811291266,-0.26850487653854527,216.22956566463574,0.007686608648990635,7.18188484473564,-1.4865228012537586,212.49839444780406,0.012083355078216472,,,,0.0,6.8138870381434185,-3.7501816447803953,208.88266299301847,0.001768745197450971,,,,0.0,,,,0.0,6.836329565362047,-1.0997131311855852,214.2182544725685,0.0041786115242979415,,,,0.0,7.449569621734636,-0.945621202745141,213.41292928556987,0.004548157543689074,,,,0.0,6.885674731651645,-1.0194888622920437,214.61547511224816,0.0028998958900147654,,,,0.0,8.04189034130506,-0.2175256642705007,214.4341555184235,0.003442224203219866,8.144122865413237,-0.10307403860841734,215.4621805738636,0.0015859007636116963,6.510281038973177,-1.9961903688884977,211.44159077412624,0.00620598300150545,,,,0.0,7.837123203531192,-0.7359052567001738,214.77668479408848,0.020681334568054113,,,,0.0,8.033778937732636,-0.4605154206795825,215.67605648348155,0.028095970185437403,7.686744912387509,-0.8307086579213285,214.89499033951898,0.003727235136084396,6.616227681850339,-1.7540919333972274,210.14558531861664,0.0057185575312544805,7.2746541038888,-1.5210398914491672,211.96975586109082,0.004141084995844291,,,,0.0,,,,0.0,,,,0.0,,,,0.0
239,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
240,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
241,8.05501219313965,-0.2755840757548528,216.2081699496633,0.0074374693006494475,7.172348677768837,-1.5790073085896514,212.42768999434693,0.00876728881863519,,,,0.0,,,,0.0,,,,0.0,,,,0.0,6.845673444897138,-1.1156327067562617,214.21149824674245,0.003816965419138564,,,,0.0,7.4206226863168006,-0.9360218365136859,213.34134954825493,0.004631529708902707,,,,0.0,6.958391835342571,-1.1051003765281535,214.6009693101952,0.002611477972834956,,,,0.0,8.035931311578915,-0.22365469277126673,214.41788841309102,0.003512078070183338,8.09322286797444,-0.06197697878316077,215.45318241232573,0.0015189321183429875,,,,0.0,,,,0.0,7.825478920624823,-0.7391793355876716,214.76275649295675,0.022543360475699308,,,,0.0,8.017998169172191,-0.46011737645089407,215.65863092218444,0.030348489644156602,7.679234674797369,-0.8712257486072142,214.85647205334243,0.00364670947633838,6.657830578286652,-1.8222516262137811,210.13333000515692,0.004644156397030217,7.025298284091628,-1.3745711435255796,211.8975336849466,0.005516966457603657,,,,0.0,,,,0.0,,,,0.0,,,,0.0
242,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
243,8.031325393447874,-0.33185215654596983,216.1016294215821,0.0075565530918153,7.096467471431508,-1.610941911714606,212.35366792506738,0.009327503124084374,,,,0.0,6.725495876976166,-3.874710993695469,208.79822168798174,0.0018840404374108964,,,,0.0,,,,0.0,6.783024859601976,-1.1674725732553064,214.13734030456888,0.0035965500086656845,,,,0.0,7.460965907656014,-1.007982998890744,213.30687144902896,0.0047379928591921,,,,0.0,6.823203378013961,-0.9918530000008545,214.57745711675048,0.0028870650037923357,,,,0.0,8.047994251496855,-0.26663006636846587,214.3407992768377,0.0035381100964100676,7.691177246464984,0.3325289259016482,215.451615856127,0.0014544406842246272,,,,0.0,,,,0.0,7.820061950271293,-0.7641112650355286,214.73490956918272,0.02004916752648818,,,,0.0,8.014643986007961,-0.4859923039664861,215.638909676875,0.027092376228081413,7.655143480986031,-0.881100692158517,214.82852592709543,0.0037375396082292623,,,,0.0,7.086292739492718,-1.4254338763115848,211.85256301680533,0.004375525575231755,,,,0.0,,,,0.0,,,,0.0,,,,0.0
244,8.013210192070394,-0.36044261195424115,216.0916324785593,0.007336528124543886,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.402733691704198,-0.9551752358449642,213.27457941333296,0.004276166505832643,,,,0.0,6.906934290537935,-1.0819682398695287,214.54862677951817,0.0025353254735191533,,,,0.0,8.041494450394222,-0.2599711101991308,214.36202944724673,0.0034914307309263483,7.8653864794128685,0.14903238643954492,215.46196156544048,0.0014342700903791942,6.438814898305793,-2.055832849180376,211.31784211025496,0.006353839382640612,,,,0.0,7.811693002476124,-0.7616294340250133,214.69825738054857,0.019898321506983483,,,,0.0,7.975846462483711,-0.4866786261320817,215.57782753962076,0.029354719304894708,7.640892382770883,-0.8758057121577394,214.79483890819532,0.003732384921459,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
245,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
246,8.036501285657472,-0.3401201271116402,216.10250104797638,0.007491305891195459,7.132209593662388,-1.5727143029529982,212.4081408920237,0.009621442886158961,5.594175617248194,-1.3713817447422167,209.42600440826172,0.019515140594051218,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.455499880049213,-1.0092375678842442,213.30909561176583,0.004594703253650041,,,,0.0,6.917365664379582,-1.0951878150291097,214.52918428114742,0.002514355866835504,,,,0.0,8.06672670591347,-0.2832899009248564,214.3448294168073,0.0034586160785119806,7.557183307108031,0.4709267644168903,215.46002674842205,0.0014760516011409857,6.393357395314457,-2.0446828482631445,211.33812861463636,0.006562466760731556,,,,0.0,7.81647951341565,-0.7615017204098603,214.73797614926025,0.020399215137549193,,,,0.0,8.011266507058405,-0.4853833181591545,215.63951918482772,0.02770961918209982,7.62134397221222,-0.8517065916320419,214.8315411490987,0.003893001743134843,,,,0.0,6.8708509083770775,-1.6408623304016896,211.57571509250562,0.004548698090592402,,,,0.0,,,,0.0,,,,0.0,,,,0.0
247,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
248,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
249,8.013284026316494,-0.32403349468414694,216.13100034499485,0.007000557785924927,7.133439548123024,-1.6717610580468127,212.2508090611291,0.007729734121355774,5.554405439887335,-1.3531631237154815,209.4473017537014,0.018165622419229827,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.476385663306421,-1.0429559814197804,213.29477580946926,0.004938351360015572,,,,0.0,7.046998643913206,-1.2374924614350105,214.55692053739315,0.002151958783157721,,,,0.0,8.052553403046211,-0.24591048375717664,214.34189836602803,0.003459541801825286,7.378366134512775,0.647432516598013,215.44331901286458,0.001501556149056419,,,,0.0,,,,0.0,7.799239955808327,-0.7571965894638929,214.71117065058024,0.02205969893048079,,,,0.0,7.9959825824290025,-0.48250436590142154,215.55413631268158,0.03458037266748217,7.620974780382846,-0.8621318252140379,214.80792533150492,0.0036878409918918,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
250,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
251,7.987273912815308,-0.3404820599699268,216.07978516566882,0.007089495934509405,7.141629036282628,-1.6463344614512805,212.2428862986715,0.008312112311465877,5.522318915546467,-1.326588640669809,209.4323712799035,0.017766189961284658,,,,0.0,,,,0.0,,,,0.0,6.687154107772129,-1.4535224619076919,213.8499786876662,0.003519032862000204,,,,0.0,7.430577936931643,-1.0430238414191633,213.233375669877,0.004873328644750717,,,,0.0,6.941379623017716,-1.1365423017179455,214.53303443681935,0.0022974491844950803,,,,0.0,8.013550221564213,-0.21534717686419635,214.31588112541147,0.0033929882386375793,7.423048529267893,0.5935752157910982,215.4644467557003,0.0014882491068710548,,,,0.0,,,,0.0,7.7932914257743775,-0.7584590354703619,214.67521510068602,0.02621768261266602,,,,0.0,7.977429186900762,-0.47219523939415203,215.58105420156332,0.03572251014122487,7.563037702660767,-0.8151989705771702,214.77594310389827,0.0036949926482562545,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
252,7.971957267272336,-0.3371953640198886,216.06282522160407,0.0071679133283805395,7.08855904369437,-1.6417603234947349,212.26042668143197,0.008555845228050097,5.483644527259498,-1.330002792006761,209.4440456513812,0.019823368484205836,,,,0.0,,,,0.0,5.959501316530147,-4.160908789615744,207.01577176524478,0.0014604346974389218,,,,0.0,,,,0.0,7.377796131875553,-1.0383330773628119,213.23600058118376,0.005048401221575409,,,,0.0,6.960927711039609,-1.2061644572908872,214.48464716103393,0.0022070515041170235,,,,0.0,7.968135971736621,-0.21243637786360378,214.32737319822817,0.0033800313131445124,7.379258306112238,0.6298910326125885,215.4508232562955,0.0015233357181176509,,,,0.0,,,,0.0,7.745150425312379,-0.7621508829498812,214.62976828215875,0.029556884524958776,,,,0.0,7.937424585517707,-0.48000406828872355,215.53375329051403,0.049823677941955406,7.576590626986358,-0.8423618561619582,214.75392349174945,0.0036106054508829003,,,,0.0,6.938217362218598,-2.3246086675682753,209.98176431607016,0.00838445078287947,,,,0.0,,,,0.0,,,,0.0,,,,0.0
253,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
254,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
255,7.953845710807665,-0.34178549620440646,216.0017600493186,0.006858937963750342,7.013548802441521,-1.5822346597276642,212.21260269227054,0.00894684067379964,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.368915721953707,-1.0553963533322999,213.1868470036821,0.005144271734562647,,,,0.0,6.957834497647932,-1.2198762885934211,214.48190464874725,0.0021152681195138324,,,,0.0,7.907372367290592,-0.17304417006844613,214.2727812485078,0.0034728622118409386,7.460964504859732,0.5688476194040772,215.47705894653473,0.0014681280686046282,,,,0.0,,,,0.0,7.732327474843433,-0.7690107048623954,214.6290200709845,0.034902619167506026,,,,0.0,7.918222563036942,-0.4790860825996239,215.5384739642356,0.049179844783066105,7.58801843757522,-0.8730771079805847,214.75553537497998,0.00360874834578678,,,,0.0,6.609116938583279,-1.9752164904696086,211.15597023486637,0.005440903043426767,,,,0.0,,,,0.0,,,,0.0,,,,0.0
256,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
257,7.941910614532686,-0.33661340543580154,216.02020828807983,0.006733363273754873,6.921178056022204,-1.5269502571208746,212.28547696359755,0.010273563669591803,5.595702110769577,-1.4317317266116687,209.1521309433173,0.01291636952861785,9.038865038216866,-3.897574052757322,210.23532941652098,0.005780902178368929,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.346151524337229,-1.0869327064866887,213.16343061465554,0.005393339660441883,,,,0.0,6.979521937209537,-1.2550004928743013,214.44292607108778,0.0021946531560112868,,,,0.0,7.913381192131782,-0.22374079486586834,214.2611759673983,0.0034963415492858226,7.405666690909569,0.6239396129069453,215.44677334836493,0.001460478331474649,,,,0.0,,,,0.0,7.691196749516294,-0.7737284985814993,214.56923694989317,0.04354670117294019,,,,0.0,7.874806649051417,-0.48226421357442184,215.47518115281477,0.06242857381645503,7.583894841555163,-0.9177120082642033,214.74246587115644,0.003464029393431481,,,,0.0,6.747030014242143,-1.7067392831570527,211.43045379609595,0.005069072066987827,,,,0.0,,,,0.0,,,,0.0,,,,0.0
258,7.905743252806651,-0.3486786938405156,215.9876666697241,0.006467284671151772,6.920543543088199,-1.496986145541465,212.30389625083566,0.010144962736206624,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,7.321501801821393,-1.1089182510782998,213.1382765671539,0.005654652994468681,,,,0.0,6.929453902651707,-1.2106945361125714,214.43454286545582,0.0021926651382564544,,,,0.0,7.913509085835382,-0.23300144252541952,214.2549136054139,0.0034562839522418905,7.498930794411442,0.5219499837631352,215.43840800503685,0.0014592916888239787,6.2471378103640065,-2.042638168622606,211.21870265650497,0.0074064929646756004,,,,0.0,7.6982471506065835,-0.7446422880469774,214.6452850318365,0.05487393242731636,,,,0.0,7.870450930591998,-0.48430912060456743,215.5247652744453,0.06260590455401344,7.528313109638254,-0.9043685813388124,214.71315736825497,0.0034273774221701813,,,,0.0,7.444226415231864,-1.3498294945073657,212.10893322437056,0.003874228712403585,,,,0.0,,,,0.0,,,,0.0,,,,0.0
259,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
260,7.919689417258955,-0.35528625122584756,216.04863633736187,0.006877720534188612,6.914786156894574,-1.5274948217471978,212.2725306681051,0.009726228413318454,,,,0.0,,,,0.0,,,,0.0,6.258275280956576,-4.461860222867025,207.0397363849545,0.0015345939801927348,,,,0.0,,,,0.0,7.346293518178918,-1.1697982106145317,213.1016381917538,0.005892865619744509,,,,0.0,6.957951459190862,-1.2368448914402173,214.43845060999112,0.0020809094110895254,,,,0.0,7.899633179965328,-0.21693953322086248,214.25007935229846,0.003530130863063408,7.441213708977627,0.5813446547121698,215.4375508827827,0.0014664742442161013,6.230357863362161,-2.0231913477379604,211.27670171902378,0.007594139600666153,,,,0.0,7.676380159025943,-0.7636931089411002,214.56488192095742,0.04247110035268403,,,,0.0,7.8703265765616335,-0.4812543023930462,215.5225462860306,0.085963086450973,7.561640049700941,-0.9019455537538524,214.73397082791672,0.0033458946900732775,,,,0.0,6.716212393742926,-1.772352897102404,211.36607833056033,0.005132859376823825,,,,0.0,,,,0.0,,,,0.0,,,,0.0
261,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
262,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
