frame,thorax_x,thorax_y,thorax_z,thorax_score,neck_x,neck_y,neck_z,neck_score,a_L1_x,a_L1_y,a_L1_z,a_L1_score,a_L2_x,a_L2_y,a_L2_z,a_L2_score,a_R1_x,a_R1_y,a_R1_z,a_R1_score,a_R2_x,a_R2_y,a_R2_z,a_R2_score,leg_f_L1_x,leg_f_L1_y,leg_f_L1_z,leg_f_L1_score,leg_f_L2_x,leg_f_L2_y,leg_f_L2_z,leg_f_L2_score,leg_f_R1_x,leg_f_R1_y,leg_f_R1_z,leg_f_R1_score,leg_f_R2_x,leg_f_R2_y,leg_f_R2_z,leg_f_R2_score,leg_m_L1_x,leg_m_L1_y,leg_m_L1_z,leg_m_L1_score,leg_m_L2_x,leg_m_L2_y,leg_m_L2_z,leg_m_L2_score,leg_m_R1_x,leg_m_R1_y,leg_m_R1_z,leg_m_R1_score,leg_m_R2_x,leg_m_R2_y,leg_m_R2_z,leg_m_R2_score,a_R0_x,a_R0_y,a_R0_z,a_R0_score,a_L0_x,a_L0_y,a_L0_z,a_L0_score,leg_f_R0_x,leg_f_R0_y,leg_f_R0_z,leg_f_R0_score,leg_f_L0_x,leg_f_L0_y,leg_f_L0_z,leg_f_L0_score,leg_m_R0_x,leg_m_R0_y,leg_m_R0_z,leg_m_R0_score,leg_m_L0_x,leg_m_L0_y,leg_m_L0_z,leg_m_L0_score,eye_L_x,eye_L_y,eye_L_z,eye_L_score,eye_R_x,eye_R_y,eye_R_z,eye_R_score,m_L0_x,m_L0_y,m_L0_z,m_L0_score,m_R0_x,m_R0_y,m_R0_z,m_R0_score,m_L1_x,m_L1_y,m_L1_z,m_L1_score,m_R1_x,m_R1_y,m_R1_z,m_R1_score
531,11.672446251952111,-1.2442518240094556,217.00039786228217,0.006957720636219239,9.967336591202459,-0.3642292759818633,213.36678565199495,0.002452128797751864,,,,0.0,,,,0.0,,,,0.0,,,,0.0,10.029508930285374,-1.1137931976167887,213.42701740719036,0.008338517208555085,,,,0.0,10.860641179383027,-0.10007179480610905,214.19324901736016,0.0023825646466114994,,,,0.0,9.685811820967972,-1.3418116026402707,213.43676716119447,0.02738343583582527,,,,0.0,10.578139749275985,0.7429129140598417,216.25527747058638,0.0021432313221905227,,,,0.0,9.160957481171621,-0.27249485387380784,213.00053605351266,0.0014707298201561772,,,,0.0,,,,0.0,10.869014781330092,-1.178897706149193,215.65822948815932,0.006260861487981319,10.957967192400767,-0.8483557739255234,217.51183935884433,0.0024352778043054604,10.948047426378384,-1.201221648726799,215.88853604234347,0.009187440339357852,,,,0.0,10.095108576484611,-0.1470453184328475,213.24379723868967,0.0018882224829955606,,,,0.0,,,,0.0,,,,0.0,,,,0.0
537,11.741459513726454,-1.3046888345928944,217.06565307594212,0.0062664357401176094,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,10.06718018990446,-1.0402768952957686,213.4582440064865,0.006894840833333091,,,,0.0,10.788992164456024,-0.054136137384015494,214.59826470124494,0.0022655932403380674,,,,0.0,,,,0.0,,,,0.0,10.598857960694264,0.7023428400518643,216.30256453462934,0.0015990583998640624,,,,0.0,9.501630157337631,-0.039939237890325954,213.0396372381691,0.001363778732209998,9.257875580784164,-0.2692921377443967,212.46103691903693,0.001537820071065143,,,,0.0,,,,0.0,10.889391072601228,-0.9957198149350599,217.3137692581872,0.002490171681422028,,,,0.0,,,,0.0,10.120990045163271,-0.03989745052195986,213.64543449021707,0.001916605451006045,,,,0.0,,,,0.0,,,,0.0,,,,0.0
545,11.752170158026356,-1.3942448770131997,216.7725089501088,0.006038388624615427,9.82502276134138,-0.5986101208889043,212.99196049008373,0.0028839277839132664,,,,0.0,,,,0.0,10.04593249053928,-0.23600736015824422,212.9271066951533,0.001075453058977188,,,,0.0,9.685444194339372,-1.2542999479112038,213.05387837481354,0.005697252478749317,,,,0.0,10.896451261023703,-0.23505136988609018,214.14388712288482,0.0022064272874207356,,,,0.0,,,,0.0,,,,0.0,10.59393233823349,-0.03677245588941895,214.7290879744223,0.0015587327190206403,,,,0.0,9.246551701999163,-0.5072379049372743,212.13804371489084,0.001581301909819161,8.822148218306614,-0.6228073060530691,211.79796862823557,0.0021070384964270413,,,,0.0,,,,0.0,11.415447026291073,-1.1076976709428237,216.73958106419386,0.0027841621377405947,,,,0.0,8.815764217360746,-0.685090863771724,211.81735926663123,0.0021614043690131616,9.55653233751908,-0.398579349240273,213.25100733247245,0.0016451534844042048,,,,0.0,,,,0.0,,,,0.0,,,,0.0
550,11.72819589884451,-1.38513584240801,216.5827142473723,0.005267513250550942,9.91745923567498,-0.6040981743964642,212.7586893899816,0.002575748144482019,8.13585625181084,-1.1334018832361097,210.85978516946705,0.003988127910253135,,,,0.0,,,,0.0,11.11496226671978,0.10102205454545324,212.60257874855486,0.001078435594275331,9.839794690804123,-1.2652877978997676,212.9453765324877,0.005535157057544573,,,,0.0,10.95383541740533,-0.27398906546480484,214.0366337134715,0.002104813020746936,,,,0.0,,,,0.0,,,,0.0,10.903066326028517,-0.030104035038646258,214.54110766436284,0.0018923615407040624,9.52363976701015,0.7499545299774859,216.21559539846885,0.0012769178778780713,9.467469606280579,-0.5507952568050927,212.07346815898583,0.001592285933853083,8.677453537103444,-0.6334768277105444,211.84710719402426,0.0017901239815908499,,,,0.0,,,,0.0,11.385678210816774,-1.1061048258297483,216.60176750259123,0.0025907966826382617,,,,0.0,8.91407737241289,-0.694240748332597,211.61453770938778,0.001959568237730931,9.95704319062619,-0.4161534025227999,212.95499796165984,0.0017537418324132504,,,,0.0,,,,0.0,,,,0.0,,,,0.0
552,11.80466401257511,-1.412775071324929,216.5431693601108,0.005280551276447273,9.912115093948064,-0.5806567261341377,212.73420344544925,0.002630108890774805,8.078857638913622,-1.1424467746810403,210.86150559111485,0.003991053995325165,,,,0.0,,,,0.0,9.39331849254257,0.01891990724585884,213.65177695789353,0.0008858122425343839,9.844569113569765,-1.2929075214841477,212.8733106113625,0.005644361001279677,,,,0.0,10.933788259901604,-0.3636804878284973,213.85737356523472,0.0021430835493942467,,,,0.0,,,,0.0,,,,0.0,10.942450588237934,-0.04340183921590419,214.46564024071338,0.0019674710947773385,9.756735590553461,0.724484176797271,216.0001282865439,0.001314767356031916,9.450856012196972,-0.5863483044714635,211.92925922537407,0.0016799675301862826,8.77219147751635,-0.6385836249408323,211.75434377581777,0.0018839823501520688,,,,0.0,,,,0.0,11.320603921572674,-1.0816290458907953,216.42411364393325,0.0025897081539896414,,,,0.0,8.965692752392595,-0.7308996558355504,211.5448255396413,0.00203736090507965,9.77960331462752,-0.42141194563549217,212.9863904532731,0.0016153010480786665,,,,0.0,,,,0.0,,,,0.0,,,,0.0
553,11.78714403784973,-1.4230116195628322,216.5391304052045,0.005129089816777462,9.900154508639666,-0.5922893773316374,212.71844591080622,0.0026057988557742274,8.038233028884223,-1.1499682125659092,210.87452215762647,0.003969702492339708,,,,0.0,,,,0.0,9.646014450387835,-0.18415113884557066,213.03708752239973,0.00100297431255269,9.780816937989266,-1.313568567151291,212.81712283073333,0.005753465911016585,,,,0.0,10.830140094030623,-0.41704423760571047,213.81856290754484,0.002059799014570705,,,,0.0,,,,0.0,,,,0.0,11.11505705270378,-0.07185029376412427,214.3000731142496,0.002026599827971631,9.517655425691272,0.7297841996102054,216.16931189133203,0.0012813471899773027,9.59807398843725,-0.6074937335502112,211.78962487447035,0.0018634245120013888,8.773467553786634,-0.6513817590520335,211.72850087995658,0.0019472290142906934,,,,0.0,,,,0.0,11.383635215937566,-1.080405291075687,216.38336286496113,0.0026292942161991423,,,,0.0,8.937680842150565,-0.7255513782631977,211.49950308700514,0.0020575593393464854,9.75610495824392,-0.4311890896394729,212.9833846573212,0.0016597398167345547,,,,0.0,,,,0.0,,,,0.0,,,,0.0
557,11.871142731294395,-1.4686894149347998,216.62646215839936,0.004838708671737238,9.879910023538086,-0.6529752416592605,212.51153549825713,0.0026159748346932864,7.977643536575032,-1.2111363772171886,210.83206025275973,0.0037539247202634496,,,,0.0,,,,0.0,,,,0.0,9.796660884868468,-1.360929245684818,212.7688636290572,0.005500201014163509,,,,0.0,10.800882698906898,-0.54849287796243,213.62754631434387,0.0018544912831681263,,,,0.0,,,,0.0,,,,0.0,11.245072467766645,-0.07798285181276512,214.29253821474998,0.002080625236771217,9.566472548575621,0.711010991926637,216.15339112500112,0.0012325862999420902,9.431963522881816,-0.6859757349830066,211.69198927751572,0.0016647313109354387,8.81165040152716,-0.7577364943080045,211.5364739557374,0.0020186368223892998,,,,0.0,,,,0.0,11.42022622979899,-1.126272273079968,216.34945378701408,0.0026886312333756577,,,,0.0,,,,0.0,9.57973875534442,-0.5380349382297958,213.0129605374391,0.0014918446588058952,,,,0.0,,,,0.0,,,,0.0,,,,0.0
558,11.849959704629017,-1.451086159485788,216.55146050897267,0.004711502627433481,9.884068945650947,-0.6529830799263963,212.5310048709034,0.0025237372900131804,7.937060359283466,-1.2117734331752248,210.89228338350915,0.003789604806014318,,,,0.0,,,,0.0,,,,0.0,9.77778193605501,-1.3913156562410267,212.74137856697394,0.00531968855629017,,,,0.0,10.79542939043961,-0.6022264083179827,213.657818445279,0.0018721435366949703,,,,0.0,9.22235608365331,-1.1174988511786077,212.08152561072788,0.0488639250009023,,,,0.0,11.252225042054059,-0.11905140896845111,214.27941211042923,0.002017372332478255,9.569459673864579,0.7108719674455667,216.17235104357113,0.0012367268978244333,9.455978705101685,-0.7214446525967939,211.73356005268354,0.0016342363031016838,8.721316099969489,-0.7818014928699912,211.57250059686638,0.0019938824320786227,,,,0.0,,,,0.0,11.532608410173378,-1.160120025121971,216.3233167858105,0.0027349437394884584,,,,0.0,,,,0.0,9.60310172271345,-0.5431813649139288,212.95002102835733,0.0014354574091859083,,,,0.0,,,,0.0,,,,0.0,,,,0.0
559,11.846403118506284,-1.4665769046237744,216.50714757223727,0.004562654493777249,9.744740445622066,-0.6918829818698884,212.53880518067638,0.0023276055512928867,8.271976566765115,-1.2779934543102756,210.77247303965163,0.003681394980821303,,,,0.0,,,,0.0,,,,0.0,9.758455325677993,-1.392290941574471,212.7435262470992,0.005337838800664386,,,,0.0,10.6740120826355,-0.5909268673388626,213.71714715685337,0.0018577250584122245,,,,0.0,9.230815782843216,-1.140532205177719,212.07948934239954,0.09099546242235847,,,,0.0,11.046443979280742,-0.11751882174008979,214.45213095186958,0.0019568123965156923,9.475593213263132,0.7146978403773253,216.23291781398208,0.0012515572146780574,9.47501618469743,-0.719820103166656,211.6329223587956,0.0015370634352473852,8.6460438464957,-0.778567559465684,211.56304384045788,0.0019824272194165853,,,,0.0,,,,0.0,11.483789822906925,-1.1549197034346492,216.26500664306295,0.002639762994357595,,,,0.0,8.988043844455134,-0.8268718754169337,211.28265459374907,0.0021235789912740525,9.40862437571639,-0.5416737759240424,213.0717925244035,0.0013291784715498234,,,,0.0,,,,0.0,,,,0.0,,,,0.0
561,11.849092618154332,-1.4517778005491375,216.50258946617055,0.004468049890132005,9.862712194701226,-0.6875962225901961,212.58385490062668,0.002317598977787827,8.244853289534872,-1.2586568831421272,210.80105063231582,0.0036968259994068493,,,,0.0,,,,0.0,,,,0.0,9.834161619388594,-1.3745955612065486,212.76978852160545,0.005322927529654076,,,,0.0,10.672450975878096,-0.608850377836035,213.7456586232435,0.0017742448598001906,,,,0.0,9.26611656049096,-1.129022624720015,212.11880246550396,0.059677348053049646,,,,0.0,11.469240834952323,-0.2170522515339305,214.36511290369197,0.0020870783702614305,9.72991519387936,0.7139395658709288,216.04126034925923,0.0012994633270047348,9.209707809761998,-0.6666910192635671,211.79112285697914,0.0014641409144795438,8.500749309430928,-0.7555504184305792,211.6732406936059,0.0019640429586699143,,,,0.0,,,,0.0,11.573863098129147,-1.1607964117503071,216.2508855838721,0.002691582701034374,,,,0.0,9.033963207924813,-0.8377243219317013,211.32886113981436,0.002112020866121008,9.401112349605283,-0.5285527813642459,213.07709380831645,0.0014186198991619687,,,,0.0,,,,0.0,,,,0.0,,,,0.0
