frame,m_R1_x,m_R1_y,m_R1_z,m_R1_score,thorax_x,thorax_y,thorax_z,thorax_score,neck_x,neck_y,neck_z,neck_score,a_L1_x,a_L1_y,a_L1_z,a_L1_score,a_L2_x,a_L2_y,a_L2_z,a_L2_score,a_R1_x,a_R1_y,a_R1_z,a_R1_score,a_R2_x,a_R2_y,a_R2_z,a_R2_score,leg_f_L1_x,leg_f_L1_y,leg_f_L1_z,leg_f_L1_score,leg_f_L2_x,leg_f_L2_y,leg_f_L2_z,leg_f_L2_score,leg_f_R1_x,leg_f_R1_y,leg_f_R1_z,leg_f_R1_score,leg_f_R2_x,leg_f_R2_y,leg_f_R2_z,leg_f_R2_score,leg_m_L1_x,leg_m_L1_y,leg_m_L1_z,leg_m_L1_score,leg_m_L2_x,leg_m_L2_y,leg_m_L2_z,leg_m_L2_score,leg_m_R1_x,leg_m_R1_y,leg_m_R1_z,leg_m_R1_score,leg_m_R2_x,leg_m_R2_y,leg_m_R2_z,leg_m_R2_score,a_R0_x,a_R0_y,a_R0_z,a_R0_score,a_L0_x,a_L0_y,a_L0_z,a_L0_score,leg_f_R0_x,leg_f_R0_y,leg_f_R0_z,leg_f_R0_score,leg_f_L0_x,leg_f_L0_y,leg_f_L0_z,leg_f_L0_score,leg_m_R0_x,leg_m_R0_y,leg_m_R0_z,leg_m_R0_score,leg_m_L0_x,leg_m_L0_y,leg_m_L0_z,leg_m_L0_score,eye_L_x,eye_L_y,eye_L_z,eye_L_score,eye_R_x,eye_R_y,eye_R_z,eye_R_score,m_L0_x,m_L0_y,m_L0_z,m_L0_score,m_R0_x,m_R0_y,m_R0_z,m_R0_score,m_L1_x,m_L1_y,m_L1_z,m_L1_score
1503,,,,0.0,3.0798933402729882,1.087324931260792,186.42103919277997,0.464816162309554,1.8773040020157097,-1.4001075427116272,186.17813090981554,0.5072870836358842,,,,0.07059472543050099,,,,0.20653586671542534,2.5186266106006703,-3.462129619250333,187.29136459741486,0.6614560495198232,0.6675884046456975,-3.1600201679756874,188.44897394619122,0.49520158232740213,1.1702639009829454,-0.3352487496196167,186.33982525403866,0.3912519976161367,,,,0.0,3.1815474308696072,-1.3462054986285308,186.0961623925532,0.7869527582660817,,,,0.0,,,,0.253212566996747,-1.6503749250411814,-0.6416139528089504,186.50895780915525,0.6517105681904453,4.146138383155388,-0.4728340279788043,185.60060632317652,0.734820104914474,,,,0.1098293258413236,1.4349814985829985,-2.3895352449639313,187.21649201836397,0.38439522305280327,1.1026357925480723,-1.6685456654919737,187.34403138027128,0.2190204585506518,,,,0.0,,,,0.06952592814569762,3.3228177541983546,0.11339975785354028,186.49535458416133,0.2985037534832039,2.1154845467807806,0.5210285812926172,186.7506582302468,0.39340085014525067,0.888638644648616,-1.1109801961713393,186.6113739774308,0.4949027261568473,2.286581769578772,-2.3018833490800223,186.83000012375462,0.4157996079691314,0.695737588305022,-1.556341046549421,187.26179204069126,0.24586579548418,,,,0.0,,,,0.0
1505,,,,0.0,3.1180827691820343,1.0845405471063296,186.44820108307536,0.4948195695401298,1.9547502177032932,-1.364106594207932,186.24192870295093,0.49875990987550756,,,,0.08251325843295,-1.6984120632136093,-1.4285839282783386,185.89713897126543,0.3802122674257011,2.482486587777505,-3.464153254811658,187.27129350909237,0.693606041606048,0.6277996169072457,-3.1656650775341486,188.402500486402,0.5040432669359461,1.2227846221035856,-0.3170394524643854,186.3894973501341,0.42627357295684454,,,,0.0,3.1841321784321925,-1.3798848529836818,186.09356423586308,0.7521334825905552,,,,0.0,,,,0.25146855914544103,-2.1794569249928055,-1.1713523034971722,186.06943133068583,0.6439674940685808,4.143747013649492,-0.5092312334436666,185.59568564261153,0.7519771677355791,,,,0.11081487979423793,1.3419845188753186,-2.390790399749624,187.17374796351402,0.3949425073351291,,,,0.10223247579265146,,,,0.0,,,,0.07034912110152329,3.3588815610393548,0.11009205209818447,186.51806397159586,0.2925262370946029,2.136531057950672,0.5120291737926165,186.74263995193647,0.3991999225358306,0.938222639083028,-1.0796716639334494,186.65588938147002,0.4772396629248765,2.2643614021393668,-2.3017590301697908,186.8247370368637,0.4305741770294451,0.6202330129698838,-1.5370566219047321,187.1974605271933,0.25399776272076136,,,,0.0,,,,0.0
1507,,,,0.0,3.1134338485859887,1.0597733640256428,186.42409764641627,0.5234779887158714,2.115075747794219,-1.4859806748285638,186.2092691417611,0.6030016894665248,,,,0.06440241056764341,-1.6626964323990614,-1.5118275140193738,186.12090068017534,0.3544716997738308,2.507699098104677,-3.3713921895492516,187.15830697585852,0.6904114823814294,0.6332769933745528,-2.9557190445678567,188.20271461015588,0.6276639783858494,1.1835281160711766,-0.35622186193628336,186.33117873559982,0.4201587914588231,,,,0.0,3.201685648185136,-1.38295535514838,186.1080106862953,0.7860459981083334,,,,0.0,,,,0.2590419268035729,-2.217356091516827,-1.2384844688916028,186.1275426538471,0.6276235210297149,4.041860231086056,-0.556522040327598,185.55445325478698,0.7481190047942862,,,,0.12654364495160553,1.45237231336034,-2.302253956727832,187.2915671464696,0.3929341088312455,1.00960978660147,-1.7539200167825253,187.31422792603564,0.26536870208215124,,,,0.0,,,,0.07402534915334492,,,,0.10826189275659093,2.158535264606416,0.5147551891300267,186.75191819264685,0.41344189111784546,0.9736465742351424,-1.0632319899232336,186.6658043969549,0.5485392593199299,2.1465446735253177,-2.3687952953855103,186.82591343786342,0.49246433295669606,0.7865503565277111,-1.4654659536927512,187.39018540840794,0.26564017867251943,,,,0.0,,,,0.07570129292360649
1508,,,,0.0,3.1167475593075222,1.0205314823647644,186.4363148636162,0.5049376450811958,2.140477172663978,-1.443737064736788,186.28942168884777,0.5641736309474081,,,,0.08085979860421252,-2.0657679773726616,-1.817005827343671,186.4174895009285,0.36202032089608277,2.448828412032644,-3.390602680039384,187.1576559506184,0.6334488649327655,0.5793946552279112,-2.897439584824386,188.19388846322113,0.5332159197233719,1.17631224736175,-0.3397953586931245,186.33761481399705,0.3997020382674369,,,,0.07588902959663393,3.20048999305539,-1.406784998958339,186.12018254562707,0.8498999206026366,,,,0.0,,,,0.25715257868510455,0.47290567413709955,1.492307456023855,188.6783312142081,0.5945015216355934,3.976456307460942,-0.5745100026968116,185.51755567869418,0.7311955381090794,,,,0.13546484342689885,1.8924464606476514,-2.309375463566311,187.57110420969516,0.41528338370091133,1.0541282482819887,-1.688463263717549,187.40083319969094,0.284288301219318,,,,0.0,,,,0.07263697282873044,,,,0.1109800854290896,2.1734872595316497,0.49485603828429564,186.76926117602022,0.4259681843405698,0.952316047366198,-1.0679648975455565,186.68745611444962,0.4877462321609013,2.2414191172073563,-2.3163921862715267,186.97595875466178,0.4656766541979138,0.8765110973539554,-1.411239412640627,187.4703103238452,0.2825139498091239,,,,0.0,,,,0.07698486977884646
1509,,,,0.0,3.129826894756949,1.0218038752443523,186.4480582339915,0.5645420763474162,2.110335422601932,-1.4813175766794047,186.1766140283553,0.6006757780240345,,,,0.0955286912922749,-2.0801205107312217,-1.7885218271112107,186.3945484797831,0.34529822619145806,2.4519800144263386,-3.3526543992477182,187.30273449961933,0.6381645949790289,0.5438834644352962,-2.777201147537351,188.29431000541837,0.495948394198827,1.2305650517496045,-0.3026435839083154,186.36628079063235,0.37355528649068015,,,,0.08481113232764002,3.2217315996086437,-1.4225357503436087,186.1419260901242,0.7978349366887421,,,,0.0,,,,0.2579458746864277,-2.1784239906389082,-1.2414933972062483,186.1393620234089,0.6226381182242485,3.7407510367810883,-0.5674553978759208,185.42008695165026,0.7152179489488898,,,,0.08856176837949077,1.371076325568828,-2.3102813039662156,187.29078430512914,0.4230326423867709,1.760189294510856,-1.8100367368063157,187.80531608624915,0.2727550943601067,,,,0.0,,,,0.0,3.3087381200374417,0.06433889587275723,186.41041424747362,0.18412635609303882,2.138296968031531,0.5085158459690808,186.72970681299523,0.4259927679824504,0.8982598215512133,-1.0712317696428637,186.62577711174575,0.4747843137117721,2.1568639944622183,-2.3475385894454845,186.8239793491505,0.4821812455175359,0.8492836751498974,-1.4660040916564987,187.4342517262112,0.28170323077641635,,,,0.07747802823818244,1.4133024608749556,-1.880550945064491,188.39556644672356,0.23838908280287943
1510,,,,0.0,3.0907428782224935,1.0040385889171033,186.42009813814354,0.5209436316977295,2.172930293463408,-1.4626856167038444,186.25992217514766,0.5466411650918006,,,,0.0,-2.0685599576455957,-1.8161813277411611,186.4374367713938,0.3890280412880073,2.3951902865105272,-3.389360473415048,187.37525746967125,0.643401039544663,0.576339259837387,-2.7041715428660678,188.39714286132755,0.5749262427543713,,,,0.222420983337124,,,,0.08292355504327577,3.1954815104720047,-1.4120404605668422,186.1342599897679,0.9020242763308842,,,,0.0,,,,0.24857100358458808,-1.541961375161218,-0.558308244165689,186.6857965775576,0.6514527749479162,3.630417714195671,-0.5247182732325685,185.37744955720103,0.7395938925552413,4.555029429872679,-1.8270790984577276,188.66720302269482,0.3220003551655189,1.3759958592520445,-2.281598585662827,187.3222647919485,0.4017377841402363,1.7537978825685054,-1.7948401790199535,187.82358960516441,0.3034080740777928,,,,0.0,,,,0.06916448018252054,3.319346675787722,0.043716164938430266,186.40598069940472,0.25403565605973966,2.2114207091392633,0.5376604068503387,186.7903031648436,0.44331730364273936,0.8877130626702385,-1.0508228482933153,186.61273247994993,0.5257574901593818,2.1189695862365694,-2.3624628973158797,186.8560738267031,0.43781984470749546,0.7844967333979355,-1.4305033701103034,187.37676402672315,0.2869742573623897,,,,0.0,,,,0.10321508149516904
1511,,,,0.0,3.1222572967866618,0.9971146249120668,186.42813191356717,0.4777168278061151,1.9728296117261965,-1.6149950802719895,186.03093256296063,0.31146976920597985,,,,0.09308728564184796,-1.704480149844393,-1.5911287067624111,186.23603747499774,0.41775056089265633,2.4348568953058627,-3.345321578159117,187.44178147045577,0.6660562312954447,0.62776386293857,-2.6542539124087283,188.48615969419885,0.486122436230463,,,,0.2237138429424151,,,,0.06884394979034496,3.221205553221813,-1.434660363785741,186.14600359640193,0.8306684004034754,,,,0.0,,,,0.22937486047738578,-2.3072652207813644,-1.4078039421888313,186.34606077549486,0.7392154487767746,4.4654103596555625,-0.626737167786669,186.05227089436625,0.7419565763844859,5.036818337552642,-1.7848618639247957,188.9080589447781,0.4600013761633025,1.8633780570891882,-2.3097951136594777,187.6051057269034,0.3675799346994774,1.6834663862761678,-1.8584827511981772,187.82543723896254,0.2953272454547459,,,,0.0,,,,0.06751653537169774,3.2478010962516253,-0.009375326910817616,186.36988902575413,0.2492077405995069,2.2342791513519757,0.5140234630139299,186.77566670490594,0.41285064679991396,0.9361603814795658,-1.0382918513987462,186.6461804239504,0.4731364881733111,2.323567125450253,-2.154755297253879,187.11443755137452,0.4145523166986573,0.7322529665218304,-1.5028018138855028,187.245734652823,0.22812950959140896,,,,0.0,,,,0.07741936464881838
1512,,,,0.0,3.1037372964595673,0.969887466464881,186.39974893453234,0.4736928927807369,2.0049306601363646,-1.5795225734880012,186.05936233736867,0.29088980790375374,,,,0.06610811942178267,-1.6876776608442636,-1.50977219039548,186.1811564376498,0.39102497257948327,2.5097088428315115,-3.2710493024076372,187.46991281003974,0.6834877599128489,0.6200215590406825,-2.655460627830813,188.48563507897205,0.4980688750406135,,,,0.20784200757649732,,,,0.06792202812354958,3.195413278263143,-1.4658400238247944,186.12633365657177,0.8560979360244255,,,,0.0,,,,0.2271876731335334,-2.3002346816764194,-1.3896228532447223,186.29446262826542,0.7388501471967973,4.586010216726422,-0.6560523233695286,186.16682743501755,0.7624271997490819,5.39537176949058,-1.6953315053367275,188.97996762408852,0.47001080953018787,1.3914433741820305,-2.3145929426587766,187.3441032238974,0.37620028922404675,,,,0.135975710227276,,,,0.0,,,,0.06664829446851601,3.255195845374351,0.002502552849297111,186.35297934556033,0.2610486166329661,2.2214690282705116,0.5018923083811163,186.7492864942,0.4235402147076521,0.9351523489485764,-1.0372893076797003,186.60815721749103,0.4784587564488855,2.322712379969857,-2.153569528336341,187.11695384906128,0.4081836459641287,0.6999221900228652,-1.4689212799624827,187.19848389492157,0.22876445171931833,,,,0.0,,,,0.08111645651734545
1513,,,,0.0,3.168276840000828,0.9703460963253913,186.42817561562546,0.4753337606847034,,,,0.20198226100999117,,,,0.0717562371838513,-1.7079510699544695,-1.5414577738866833,186.20747398940406,0.4142066511093645,2.4587613788794243,-3.2661810363927684,187.4350386381083,0.6926723785949211,0.621670120296872,-2.654432540781117,188.4797667246629,0.4888010095502655,,,,0.21376618236253622,,,,0.0,3.192164768195324,-1.4722948124871016,186.11883113424688,0.7864207311484032,,,,0.0,,,,0.2243832370724321,-2.312295895024595,-1.4239154046420193,186.36727627152632,0.764779498664618,4.6707192307100796,-0.6343183032567032,186.17811084750346,0.7385646522613736,5.557245027477217,-1.9008361888749186,189.37794394935105,0.36546523900192807,1.3983209855010323,-2.311530294244858,187.34151586465205,0.33462851331104587,,,,0.14302499576456226,,,,0.0,,,,0.0,3.2497888550509737,-0.00826954691040358,186.35603090465062,0.2560287477677354,2.239584369936215,0.5136728500335882,186.76977574416708,0.4214900703968016,0.8984699094891286,-1.0344472976412578,186.6182350168086,0.4577976485132404,2.3408957175497553,-2.137861670402924,187.10009158954617,0.393720540565764,,,,0.10347665629873999,,,,0.0,,,,0.06758565441774037
1514,,,,0.0,3.1490813495691405,0.9523534158650031,186.4267712752005,0.4808758515567786,1.8955766069443283,-1.6292781315977425,185.99016898708982,0.2581033339908749,,,,0.07031411886997595,-1.6939389203797532,-1.5188348753965422,186.17545797024303,0.3816720177961694,2.4540233840006316,-3.2740111917169696,187.42564583833374,0.7156036853590675,0.6326674383318021,-2.654585015983204,188.47039028218515,0.47519727508803655,,,,0.22462744263085416,,,,0.0,3.2154613403874373,-1.452701790553123,186.1424569970197,0.7604642191370374,,,,0.0,,,,0.22400137742040596,-2.3288622513660306,-1.4497030236640158,186.38286723136986,0.7800337515275475,4.779127966963234,-0.5837783183934946,186.20237483785348,0.6486382571807964,5.7391520622365615,-2.1649116027629507,189.86781790882713,0.3116203633392605,1.8736613817624477,-2.3121797792530177,187.5933772805774,0.3176151771802853,,,,0.1387915907747417,,,,0.0,,,,0.0,3.0818581627162502,-0.04748279197476944,186.19610905609218,0.2511217085418903,2.218396702507094,0.49337053747015536,186.7331300031201,0.4309393626488474,0.8802464331470778,-1.0454830016703272,186.61107220681032,0.4471127190284986,2.3341794241245992,-2.1444831311198187,187.08760340655965,0.40492158480040513,,,,0.08898916107438555,,,,0.0,,,,0.06620730026060875
1515,,,,0.0,3.158652267518816,0.945481156904599,186.44174200428046,0.5048693056490499,1.9744893234945453,-1.623794725901948,186.00267004785636,0.3869615078825698,,,,0.07607460453334812,-1.7133031397209852,-1.5661255474368196,186.2479971008279,0.4038012381481846,2.530999297199387,-3.255828776370848,187.4132426545619,0.6912263759948336,0.7257920994265615,-2.6348553122878617,188.51175379551245,0.5457288130574401,,,,0.22643154580973604,,,,0.06539452979380546,3.0718780542972373,-1.5684653020382648,185.92195721897548,0.6212445813420527,,,,0.0,,,,0.2645428722387278,-2.3336506122021636,-1.4571225988393894,186.37451107161147,0.7563425164625034,3.546580796749895,-0.4523178671693008,185.34705802180216,0.5936142428544299,4.683770326609807,-2.979966794267311,186.73858659825095,0.3815967464985457,1.7553675354966392,-2.3645136612599975,187.5183577958463,0.2262077078679651,1.2574284652420864,-2.264581258623989,187.30239937564158,0.2857217671928071,,,,0.0,,,,0.0,3.1781196119852537,-0.06203544459210405,186.18808822786963,0.20174903927592489,2.2241414598461584,0.4959884906468029,186.75616737365604,0.42019826959232515,0.9014062446396957,-1.0383451059447046,186.63058437867807,0.45352609900690843,2.329685792522431,-2.15477633056812,187.1208692364999,0.4335622362391691,,,,0.09863046735425211,,,,0.0,,,,0.0
